1000.1	94
1000.1	189
1000.1	237
1000.1	303
1000.1	327
1000.1	336
1000.1	375
1000.1	387
1000.1	430
1000.1	466
1000.1	567
1000.1	640
1000.1	792
1000.1	802
1000.1	834
1000.1	864
1000.1	1027
1000.1	1029
1000.1	1043
1000.1	1062
1000.1	1071
1000.1	1095
1000.1	1226
1000.1	1284
1000.1	1393
1000.1	1404
1000.1	1410
1000.1	1446
1000.1	1573
1000.1	1640
1000.1	1711
1000.1	1893
1000.1	1909
1000.1	2039
1000.1	2118
1000.1	2245
1000.1	2481
1000.1	2566
1000.1	2570
1000.1	2576
1000.1	2607
1000.1	2615
1000.1	2632
1000.1	2636
1000.1	2661
1000.1	2675
1000.1	2740
1000.1	2766
1000.1	2870
1000.1	3022
1000.1	3115
1000.1	3281
1000.1	3433
1000.1	3462
1000.1	3478
1000.1	3509
1000.1	3656
1000.1	3701
1000.1	3878
1000.1	3882
1000.1	3950
1000.1	4264
1000.1	4353
1000.1	4373
1000.1	4679
1000.1	4786
1000.1	4852
1000.1	4857
1000.1	4882
1000.1	4924
1000.1	4960
1000.1	5019
1000.1	5136
1000.1	5161
1000.1	5165
1000.1	5173
1000.1	5194
1000.1	5232
1000.1	5254
1000.1	5266
1000.1	5495
1000.1	5628
1000.1	5761
1000.1	5775
1000.1	5825
1000.1	5998
1000.1	6037
1000.1	6126
1000.1	6274
1000.1	6303
1000.1	6319
1000.1	6324
1000.1	6360
1000.1	6422
1000.1	6436
1000.1	6631
1000.1	6682
1000.1	6687
1000.1	6833
1000.1	6877
1000.1	6946
1000.1	6967
1000.1	6971
1000.1	6981
1000.1	7060
1000.1	7130
1000.1	7145
1000.1	7436
1000.1	7437
1000.1	7486
1000.1	7507
1000.1	7542
1000.1	7544
1000.1	7640
1000.1	7670
1000.1	7686
1000.1	7704
1000.1	7737
1000.1	7786
1000.1	7889
1000.1	7985
1000.1	7996
1000.1	8000
1000.1	8042
1000.1	8064
1000.1	8096
1000.1	8312
1000.1	8438
1000.1	8593
1000.1	8750
1000.1	8787
1000.1	8822
1000.1	8914
1000.1	9040
1000.1	9109
1000.1	9176
1000.1	9231
1000.1	9289
1000.1	9381
1000.1	9502
1000.1	9527
1000.1	9544
1000.1	9619
1000.1	9658
1000.1	9660
1000.1	9750
1000.1	9784
1000.1	9821
1000.1	9861
1000.1	9954
1000.1	10028
1000.1	10089
1000.1	10194
1000.1	10209
1000.1	10264
1000.1	10348
1000.1	10401
1000.1	10531
1000.1	10561
1000.1	10612
1000.1	10622
1000.1	10963
1000.1	10986
1000.1	10994
1000.1	11039
1000.1	11074
1000.1	11099
1000.1	11292
1000.1	11300
1000.1	11355
1000.1	11420
1000.1	11432
1000.1	11467
1000.1	11468
1000.1	11523
1000.1	11716
1000.1	11719
1000.1	11838
1000.1	11983
1000.1	12048
1000.1	12290
1000.1	12294
